Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
42070_1#278.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.471%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.297%
42070_1#279.contigs_spades	O3/O3a	O3/O3a	Very high		100.00%	99.22%	+1 bp	8 / 8 (100%)	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,100.0%;O3/O3a_04_wzt,100.0%;O3/O3a_05_wbdD,98.872%;O3/O3a_06_wbdA,99.762%;O3/O3a_07_wbdB,100.0%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		2	O3/O3a_02_manB,99.123%;O3/O3a_01_manC,100.0%
42070_1#27.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.43%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.263%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;OL101_04_rfbC,97.297%
42070_1#281.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42070_1#283.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42070_1#285.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#286.contigs_spades	O1/O2v2	O1b	Very high		100.00%	98.53%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,99.74%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.204%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	Extra_genes_wbbY_01_wbbY,99.865%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#287.contigs_spades	O1/O2v2	O1b	Very high		100.00%	98.39%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.125%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#288.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.50%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,99.364%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#289.contigs_spades	OL101	unknown (OL101)	None	+*	100.00%	95.40%	+7813 bp	9 / 9 (100%)	OL101_01_rfbB,97.183%;OL101_02_rfbA,97.586%;OL101_03_rfbD,98.653%;OL101_04_rfbC,96.757%;OL101_05_wbbL,98.917%;OL101_06_wzm,98.921%;OL101_07_wzt,99.099%;OL101_08_wbbB,95.711%;OL101_09_glycosylhydrolase,93.132%		3	O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.586%	0 / 9 (0%)		0	
42070_1#28.contigs_spades	O1/O2v1	O1b	Very high		99.99%	98.16%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,96.811%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#290.contigs_spades	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
42070_1#292.contigs_spades	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
42070_1#295.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.65%	-1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,99.544%		0		0 / 7 (0%)		8	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.681%;O12_01_rfbB,97.746%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.222%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,96.757%
42070_1#296.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.55%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#297.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#298.contigs_spades	O3/O3a	O3/O3a	Very high		100.00%	99.22%	0 bp	8 / 8 (100%)	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,100.0%;O3/O3a_04_wzt,100.0%;O3/O3a_05_wbdD,99.013%;O3/O3a_06_wbdA,99.762%;O3/O3a_07_wbdB,100.0%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		0	
42070_1#299.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.52%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#29.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.43%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.263%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;OL101_04_rfbC,97.297%
42070_1#2.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.66%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,96.98%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.772%		0		0 / 7 (0%)		8	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.681%;O12_01_rfbB,97.746%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.222%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,96.216%
42070_1#301.contigs_spades	O1/O2v1	O1b	Very high		100.00%	97.67%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,96.98%;O1/O2v1_06_wbbO,98.413%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,99.865%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#302.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.47%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#303.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.47%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#304.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.47%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#305.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42070_1#307.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.03%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#308.contigs_spades	O1/O2v2	O1b	Very high		100.00%	98.49%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,97.651%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,100.0%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#30.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#311.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42070_1#312.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.51%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#313.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.45%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#314.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.03%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#315.contigs_spades	O1/O2v3	O1b	High	*	100.00%	93.17%	+3 bp	8 / 8 (100%)	O1/O2v3_01_wzm,96.875%;O1/O2v3_02_wzt,97.976%;O1/O2v3_03_wbbM,97.781%;O1/O2v3_04_glf,98.961%;O1/O2v3_05_wbbN,96.296%;O1/O2v3_06_wbbO,98.148%;O1/O2v3_07,93.793%;O1/O2v3_08,97.941%		0		0 / 8 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;OL104_01_manC,91.102%;OL104_02_manB,91.228%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#316.contigs_spades	O1/O2v2	O2afg	Good	?	100.00%	98.44%	n/a	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,98.785%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,97.987%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.005%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	O12_01_rfbB,97.746%;OL101_03_rfbD,98.316%;OL101_02_rfbA,96.875%;O12_04_rfbC,95.676%
42070_1#317.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.47%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#318.contigs_spades	O1/O2v2	O2afg	Good	?	100.00%	98.44%	n/a	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,98.785%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,97.987%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.005%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	O12_01_rfbB,97.746%;OL101_03_rfbD,98.316%;OL101_02_rfbA,96.875%;O12_04_rfbC,95.676%
42070_1#319.contigs_spades	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
42070_1#31.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.42%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.263%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		4	O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;OL101_04_rfbC,97.297%
42070_1#320.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42070_1#321.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#323.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.28%	-2 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,98.973%;O1/O2v2_09_gmlB,99.694%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.684%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#324.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.47%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42070_1#325.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#326.contigs_spades	O3b	O3b	Very high		100.00%	99.25%	0 bp	8 / 8 (100%)	O3b_01_manC,99.788%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.537%;O3b_05_wbdD,99.125%;O3b_06_wbdA,99.762%;O3b_07_wbdB,99.476%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		0	
42070_1#327.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#328.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.16%	-2 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,98.015%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,99.694%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_1#329.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.97%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
