Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
42070_1#171.contigs_spades	KL107	unknown (KL107)	None	?-+*	74.05%	82.77%	n/a	9 / 16 (56.2%)	KL107_01_galF,90.301%;KL107_03_wzi,89.958%;KL107_04_wza,91.489%;KL107_11_gnd,97.228%;KL107_12,98.592%;KL107_13,96.897%;KL107_14,98.316%;KL107_15,98.378%;KL107_16_ugd,99.229%	KL107_02_cpsACP;KL107_05_wzb;KL107_06_wzc;KL107_07_wbaP;KL107_08;KL107_09;KL107_10	4	KL145_06_wzc,88.504%;KL145_07_wbaP,83.403%;KL66_02_cpsACP,98.707%;KL152_05_wzb,96.552%	0 / 16 (0%)		3	KL65_20_manC,98.305%;KL67_19_manB,98.031%;KL150_19_gmd,97.91%
42070_1#172.contigs_spades	KL25	K25	High	-	100.00%	98.53%	+4 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,100.0%;KL25_03_wzi,100.0%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,99.474%;KL25_10,100.0%;KL25_11_wcuB,99.681%;KL25_12_wzx,100.0%;KL25_13_gnd,99.572%;KL25_14_ugd,99.743%	KL25_09_wfeD	0		0 / 14 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.403%
42070_1#173.contigs_spades	KL2	K2	Very high		100.00%	99.70%	-8 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,99.802%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.486%;KL2_10,100.0%;KL2_11_wzx,99.588%;KL2_12,99.31%;KL2_13,98.206%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#174.contigs_spades	KL17	K17	Very high		100.00%	99.99%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,99.791%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,99.743%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
42070_1#175.contigs_spades	KL25	K25	High	-	100.00%	98.41%	+4 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,99.524%;KL25_03_wzi,100.0%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,99.861%;KL25_07_wcaJ,100.0%;KL25_08_wzy,99.737%;KL25_10,100.0%;KL25_11_wcuB,99.361%;KL25_12_wzx,100.0%;KL25_13_gnd,99.572%;KL25_14_ugd,99.486%	KL25_09_wfeD	0		0 / 14 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
42070_1#176.contigs_spades	KL45	K45	Very high		100.00%	98.41%	+2 bp	19 / 19 (100%)	KL45_01_galF,100.0%;KL45_02_cpsACP,99.048%;KL45_03_wzi,97.699%;KL45_04_wza,99.208%;KL45_05_wzb,100.0%;KL45_06_wzc,99.723%;KL45_07_wcaA,99.01%;KL45_08_wcaJ,100.0%;KL45_09_wcuP,100.0%;KL45_10_wclI,100.0%;KL45_11_wzy,99.745%;KL45_12_wcqB,100.0%;KL45_13_wzx,100.0%;KL45_14_gnd,100.0%;KL45_15_rmlB,100.0%;KL45_16_rmlA,100.0%;KL45_17_rmlD,100.0%;KL45_18_rmlC,100.0%;KL45_19_ugd,100.0%		0		0 / 19 (0%)		4	KL40_03_wcpO,97.571%;KL40_04,99.007%;KL40_05_rfaG,99.213%;KL150_19_gmd,98.806%
42070_1#177.contigs_spades	KL2	K2	High	-	100.00%	99.75%	0 bp	17 / 18 (94.4%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%	KL2_13	0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#178.contigs_spades	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#179.contigs_spades	KL2	K2	High	-	100.00%	99.75%	0 bp	17 / 18 (94.4%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%	KL2_13	0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#17.contigs_spades	KL2	K2	Very high		100.00%	99.74%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,99.802%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.486%;KL2_10,100.0%;KL2_11_wzx,99.588%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#181.contigs_spades	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#183.contigs_spades	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#185.contigs_spades	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#186.contigs_spades	KL15	K15	Very high		100.00%	99.98%	+1095 bp	16 / 16 (100%)	KL15_01_galF,100.0%;KL15_02_cpsACP,100.0%;KL15_03_wzi,100.0%;KL15_04_wza,100.0%;KL15_05_wzb,100.0%;KL15_06_wzc,100.0%;KL15_07_wcaJ,100.0%;KL15_08_wceN,99.715%;KL15_09_wceM,100.0%;KL15_10_wcsR,100.0%;KL15_11_wcaN,100.0%;KL15_12_wzy,100.0%;KL15_13_wckI,99.726%;KL15_14_wzx,100.0%;KL15_15_gnd,100.0%;KL15_16_ugd,100.0%		0		0 / 16 (0%)		3	KL104_16_wzx,98.072%;KL150_19_gmd,89.489%;KL104_17,98.635%
42070_1#187.contigs_spades	KL9	K9	Good	?	100.00%	99.97%	n/a	19 / 19 (100%)	KL9_01_galF,100.0%;KL9_02_cpsACP,100.0%;KL9_03_wzi,100.0%;KL9_04_wza,100.0%;KL9_05_wzb,100.0%;KL9_06_wzc,100.0%;KL9_07_wbaP,100.0%;KL9_08,100.0%;KL9_09,100.0%;KL9_10,100.0%;KL9_11,100.0%;KL9_12,99.77%;KL9_13_wzx,99.762%;KL9_14_gnd,100.0%;KL9_15_rmlB,99.718%;KL9_16_rmlA,100.0%;KL9_17_rmlD,100.0%;KL9_18_rmlC,100.0%;KL9_19_ugd,100.0%		0		0 / 19 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,98.759%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42070_1#189.contigs_spades	KL9	K9	Good	?	100.00%	99.97%	n/a	19 / 19 (100%)	KL9_01_galF,100.0%;KL9_02_cpsACP,100.0%;KL9_03_wzi,100.0%;KL9_04_wza,100.0%;KL9_05_wzb,100.0%;KL9_06_wzc,100.0%;KL9_07_wbaP,100.0%;KL9_08,100.0%;KL9_09,100.0%;KL9_10,100.0%;KL9_11,100.0%;KL9_12,99.77%;KL9_13_wzx,99.762%;KL9_14_gnd,100.0%;KL9_15_rmlB,99.718%;KL9_16_rmlA,100.0%;KL9_17_rmlD,100.0%;KL9_18_rmlC,100.0%;KL9_19_ugd,100.0%		0		0 / 19 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,98.759%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42070_1#18.contigs_spades	KL2	K2	Very high		100.00%	99.75%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#191.contigs_spades	KL9	K9	Very high		100.00%	98.28%	-1 bp	19 / 19 (100%)	KL9_01_galF,99.666%;KL9_02_cpsACP,97.619%;KL9_03_wzi,100.0%;KL9_04_wza,100.0%;KL9_05_wzb,100.0%;KL9_06_wzc,99.861%;KL9_07_wbaP,99.79%;KL9_08,99.67%;KL9_09,99.361%;KL9_10,100.0%;KL9_11,99.655%;KL9_12,99.539%;KL9_13_wzx,99.762%;KL9_14_gnd,99.787%;KL9_15_rmlB,99.718%;KL9_16_rmlA,100.0%;KL9_17_rmlD,99.663%;KL9_18_rmlC,97.297%;KL9_19_ugd,99.486%		0		0 / 19 (0%)		4	KL40_03_wcpO,98.988%;KL40_04,99.504%;KL40_05_rfaG,99.475%;KL150_19_gmd,99.104%
42070_1#192.contigs_spades	KL110	unknown (KL110)	Low	?-+	100.00%	99.30%	n/a	19 / 20 (95%)	KL110_01_galF,99.666%;KL110_02_cpsACP,97.143%;KL110_03_wzi,99.167%;KL110_04_wza,100.0%;KL110_05_wzb,100.0%;KL110_06_wzc,99.032%;KL110_07_wcuE,99.396%;KL110_08_wckV,100.0%;KL110_09,99.379%;KL110_10_wctD,100.0%;KL110_11_wbaZ,99.74%;KL110_12_wbaP,99.79%;KL110_13_wcuC,99.704%;KL110_14_wzy,100.0%;KL110_15_wzx,99.792%;KL110_17_gnd,100.0%;KL110_18_manC,99.788%;KL110_19_manB,99.781%;KL110_20_ugd,100.0%	KL110_16_wcpZ	2	KL30_19_manB,98.291%;KL150_20_manC,99.088%	0 / 20 (0%)		2	KL50_10,99.245%;KL150_19_gmd,98.507%
42070_1#193.contigs_spades	KL9	K9	Very high		100.00%	99.98%	0 bp	19 / 19 (100%)	KL9_01_galF,100.0%;KL9_02_cpsACP,100.0%;KL9_03_wzi,100.0%;KL9_04_wza,100.0%;KL9_05_wzb,100.0%;KL9_06_wzc,100.0%;KL9_07_wbaP,100.0%;KL9_08,100.0%;KL9_09,100.0%;KL9_10,100.0%;KL9_11,100.0%;KL9_12,100.0%;KL9_13_wzx,99.762%;KL9_14_gnd,100.0%;KL9_15_rmlB,99.718%;KL9_16_rmlA,100.0%;KL9_17_rmlD,100.0%;KL9_18_rmlC,100.0%;KL9_19_ugd,100.0%		0		0 / 19 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42070_1#195.contigs_spades	KL2	K2	Very high		100.00%	99.70%	-8 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,99.802%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.486%;KL2_10,100.0%;KL2_11_wzx,99.588%;KL2_12,99.31%;KL2_13,98.206%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#196.contigs_spades	KL10	K10	Good	+	100.00%	96.76%	+211 bp	19 / 20 (95%)	KL10_01_galF,99.331%;KL10_02_cpsACP,95.238%;KL10_03_wzi,98.125%;KL10_04_wza,99.736%;KL10_05_wzb,100.0%;KL10_06_wzc,100.0%;KL10_07_wbaP,100.0%;KL10_08_wclQ,100.0%;KL10_09_wclP,99.744%;KL10_10_wzx,99.599%;KL10_11_wcuQ,99.496%;KL10_12_wcaN,99.736%;KL10_13_wcuK,99.408%;KL10_14_wzy,99.507%;KL10_15_wcsO,96.078%;KL10_16_wbaZ,99.483%;KL10_17_gnd,99.147%;KL10_19_manB,97.374%;KL10_20_ugd,99.743%		1	KL150_20_manC,98.784%	1 / 20 (5%)	KL10_18_manC,99.153%	2	KL30_19_manB,99.145%;KL150_19_gmd,99.104%
42070_1#197.contigs_spades	KL102	unknown (KL102)	Very high		100.00%	99.27%	-1 bp	17 / 17 (100%)	KL102_01_galF,98.997%;KL102_02_cpsACP,99.048%;KL102_03_wzi,100.0%;KL102_04_wza,100.0%;KL102_05_wzb,100.0%;KL102_06_wzc,99.722%;KL102_07_wbaP,99.366%;KL102_08_wzy,99.538%;KL102_09,99.313%;KL102_10,99.643%;KL102_11,99.432%;KL102_12,99.722%;KL102_13,100.0%;KL102_14,100.0%;KL102_15_wzx,100.0%;KL102_16_gnd,100.0%;KL102_17_ugd,99.486%		0		0 / 17 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,98.507%
42070_1#199.contigs_spades	KL54	K54	Very high		100.00%	99.49%	-8 bp	20 / 20 (100%)	KL54_01_galF,99.331%;KL54_02_cpsACP,100.0%;KL54_03_wzi,100.0%;KL54_04_wza,100.0%;KL54_05_wzb,100.0%;KL54_06_wzc,99.861%;KL54_07_wclU,100.0%;KL54_08_wzx,99.51%;KL54_09_wzy,99.723%;KL54_10_wckB,100.0%;KL54_11_wcoS,100.0%;KL54_12_gmd,100.0%;KL54_13_wcaG,100.0%;KL54_14_wcaH,100.0%;KL54_15_wcaI,99.753%;KL54_16_wcaJ,99.786%;KL54_17_gnd,99.787%;KL54_18_manC,99.576%;KL54_19_manB,99.562%;KL54_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,99.403%
42070_1#19.contigs_spades	KL2	K2	Very high		100.00%	99.74%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,99.802%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.486%;KL2_10,100.0%;KL2_11_wzx,99.588%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#1.contigs_spades	KL9	K9	Very high		100.00%	98.28%	-1 bp	19 / 19 (100%)	KL9_01_galF,99.666%;KL9_02_cpsACP,97.619%;KL9_03_wzi,100.0%;KL9_04_wza,100.0%;KL9_05_wzb,100.0%;KL9_06_wzc,99.861%;KL9_07_wbaP,99.79%;KL9_08,99.67%;KL9_09,99.361%;KL9_10,100.0%;KL9_11,99.655%;KL9_12,99.539%;KL9_13_wzx,99.762%;KL9_14_gnd,99.787%;KL9_15_rmlB,99.718%;KL9_16_rmlA,100.0%;KL9_17_rmlD,99.663%;KL9_18_rmlC,97.297%;KL9_19_ugd,99.743%		0		0 / 19 (0%)		4	KL40_03_wcpO,98.988%;KL40_04,99.504%;KL40_05_rfaG,99.475%;KL150_19_gmd,99.104%
42070_1#200.contigs_spades	KL103	unknown (KL103)	Very high	*	100.00%	96.09%	-1 bp	21 / 21 (100%)	KL103_01_galF,100.0%;KL103_02_cpsACP,97.619%;KL103_03_wzi,98.536%;KL103_04_wza,99.737%;KL103_05_wzb,97.931%;KL103_06_wzc,99.026%;KL103_07_wbaP,99.165%;KL103_08_wcaA,96.382%;KL103_09,92.958%;KL103_10,98.301%;KL103_11_wcaN,96.271%;KL103_12_wzy,97.561%;KL103_13_wcpL,96.0%;KL103_14_wcuT,94.946%;KL103_15_wzx,97.704%;KL103_16_gnd,99.787%;KL103_17_rmlB,99.155%;KL103_18_rmlA,99.655%;KL103_19_rmlD,98.99%;KL103_20_rmlC,98.919%;KL103_21_ugd,99.743%		0		0 / 21 (0%)		3	KL49_17_manC,100.0%;KL30_19_manB,98.701%;KL150_19_gmd,98.209%
42070_1#201.contigs_spades	KL102	unknown (KL102)	Very high		100.00%	99.27%	-1 bp	17 / 17 (100%)	KL102_01_galF,98.997%;KL102_02_cpsACP,99.048%;KL102_03_wzi,100.0%;KL102_04_wza,100.0%;KL102_05_wzb,100.0%;KL102_06_wzc,99.722%;KL102_07_wbaP,99.366%;KL102_08_wzy,99.538%;KL102_09,99.313%;KL102_10,99.643%;KL102_11,99.432%;KL102_12,99.722%;KL102_13,100.0%;KL102_14,100.0%;KL102_15_wzx,100.0%;KL102_16_gnd,100.0%;KL102_17_ugd,99.486%		0		0 / 17 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,98.507%
42070_1#202.contigs_spades	KL102	unknown (KL102)	Very high		100.00%	99.27%	-1 bp	17 / 17 (100%)	KL102_01_galF,98.997%;KL102_02_cpsACP,99.048%;KL102_03_wzi,100.0%;KL102_04_wza,100.0%;KL102_05_wzb,100.0%;KL102_06_wzc,99.722%;KL102_07_wbaP,99.366%;KL102_08_wzy,99.538%;KL102_09,99.313%;KL102_10,99.643%;KL102_11,99.432%;KL102_12,99.722%;KL102_13,100.0%;KL102_14,100.0%;KL102_15_wzx,100.0%;KL102_16_gnd,100.0%;KL102_17_ugd,99.486%		0		0 / 17 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,98.507%
42070_1#203.contigs_spades	KL102	unknown (KL102)	Very high		100.00%	99.27%	-1 bp	17 / 17 (100%)	KL102_01_galF,98.997%;KL102_02_cpsACP,99.048%;KL102_03_wzi,100.0%;KL102_04_wza,100.0%;KL102_05_wzb,100.0%;KL102_06_wzc,99.722%;KL102_07_wbaP,99.366%;KL102_08_wzy,99.538%;KL102_09,99.313%;KL102_10,99.643%;KL102_11,99.432%;KL102_12,99.722%;KL102_13,100.0%;KL102_14,100.0%;KL102_15_wzx,100.0%;KL102_16_gnd,100.0%;KL102_17_ugd,99.486%		0		0 / 17 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,98.507%
42070_1#204.contigs_spades	KL2	K2	Very high		100.00%	98.41%	+1 bp	18 / 18 (100%)	KL2_01_galF,99.331%;KL2_02_cpsACP,99.048%;KL2_03_wzi,98.614%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.862%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.177%;KL2_12,99.483%;KL2_13,99.103%;KL2_14_wcaJ,99.785%;KL2_15_gnd,98.934%;KL2_16_manC,99.364%;KL2_17_manB,99.781%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		4	KL40_03_wcpO,98.381%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42070_1#205.contigs_spades	KL62	K62	High	-	100.00%	99.71%	+1837 bp	18 / 19 (94.7%)	KL62_01_galF,100.0%;KL62_02_cpsACP,100.0%;KL62_03_wzi,99.606%;KL62_04_wza,100.0%;KL62_05_wzb,100.0%;KL62_06_wzc,99.723%;KL62_07_wbaP,99.58%;KL62_08,99.738%;KL62_09,99.419%;KL62_10,99.706%;KL62_11_wzy,99.486%;KL62_13,99.167%;KL62_14,100.0%;KL62_15_wzx,100.0%;KL62_16_gnd,100.0%;KL62_17_manC,100.0%;KL62_18_manB,99.781%;KL62_19_ugd,100.0%	KL62_12	0		0 / 19 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,98.806%
42070_1#206.contigs_spades	KL35	K35	Very high		100.00%	99.33%	-1 bp	20 / 20 (100%)	KL35_01_galF,100.0%;KL35_02_cpsACP,98.095%;KL35_03_wzi,98.536%;KL35_04_wza,100.0%;KL35_05_wzb,99.31%;KL35_06_wzc,100.0%;KL35_07_wzy,100.0%;KL35_08_wcuC,99.762%;KL35_09_wckM,99.742%;KL35_10_wckL,100.0%;KL35_11_wcuQ,100.0%;KL35_12_wzx,100.0%;KL35_13_wckK,100.0%;KL35_14_wbaZ,99.481%;KL35_15_wcaJ,100.0%;KL35_16_wclK,100.0%;KL35_17_gnd,99.574%;KL35_18_manC,99.788%;KL35_19_manB,100.0%;KL35_20_ugd,99.486%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.403%
42070_1#207.contigs_spades	KL57	K57	Good	?-*	100.00%	97.39%	n/a	17 / 18 (94.4%)	KL57_01_galF,98.997%;KL57_02_cpsACP,94.286%;KL57_03_wzi,98.333%;KL57_04_wza,99.471%;KL57_05_wzb,100.0%;KL57_06_wzc,99.307%;KL57_07_wcaJ,98.952%;KL57_08_wzx,99.59%;KL57_09_wckX,99.204%;KL57_10_wckW,98.904%;KL57_11_wzy,96.438%;KL57_12,99.529%;KL57_14_wbaZ,99.74%;KL57_15_gnd,99.36%;KL57_16_manC,100.0%;KL57_17_manB,99.781%;KL57_18_ugd,99.743%	KL57_13_vanT	0		0 / 18 (0%)		4	KL40_03_wcpO,99.393%;KL40_04,99.504%;KL40_05_rfaG,99.213%;KL150_19_gmd,84.685%
42070_1#208.contigs_spades	KL2	K2	High	-	100.00%	99.75%	0 bp	17 / 18 (94.4%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.794%;KL2_12,99.31%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%	KL2_13	0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
42070_1#209.contigs_spades	KL9	K9	Good	?	100.00%	99.97%	n/a	19 / 19 (100%)	KL9_01_galF,100.0%;KL9_02_cpsACP,100.0%;KL9_03_wzi,100.0%;KL9_04_wza,100.0%;KL9_05_wzb,100.0%;KL9_06_wzc,100.0%;KL9_07_wbaP,100.0%;KL9_08,100.0%;KL9_09,100.0%;KL9_10,100.0%;KL9_11,100.0%;KL9_12,99.77%;KL9_13_wzx,99.762%;KL9_14_gnd,100.0%;KL9_15_rmlB,99.718%;KL9_16_rmlA,100.0%;KL9_17_rmlD,100.0%;KL9_18_rmlC,100.0%;KL9_19_ugd,100.0%		0		0 / 19 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,98.759%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42070_1#20.contigs_spades	KL2	K2	Very high		100.00%	99.74%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,99.802%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.486%;KL2_10,100.0%;KL2_11_wzx,99.588%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
